date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:44	9418/9418	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-24ca%22	https://themewagon.github.io/builerz/lib/lightbox/js/lightbox.min.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/builerz/?_ga=2.221760536.1082606300.1683305628-1026318584.1683305628)
17:58:45	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-2344%22	https://themewagon.github.io/builerz/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/builerz/?_ga=2.221760536.1082606300.1683305628-1026318584.1683305628)
17:58:45	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-966%22	https://themewagon.github.io/builerz/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/counterup/counterup.min.js	(from https://themewagon.github.io/builerz/?_ga=2.221760536.1082606300.1683305628-1026318584.1683305628)
17:58:45	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-a76f%22	https://themewagon.github.io/builerz/lib/slick/slick.min.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/slick.min.js	(from https://themewagon.github.io/builerz/?_ga=2.221760536.1082606300.1683305628-1026318584.1683305628)
17:58:45	3700/3700	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-e74%22	https://themewagon.github.io/builerz/js/main.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/js/main.js	(from https://themewagon.github.io/builerz/?_ga=2.221760536.1082606300.1683305628-1026318584.1683305628)
17:58:46	8838/8838	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-2286%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:46	8838/8838	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-2286%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:46	4308/4308	---M--	200	added ('OK')	font/woff2	etag:%22639ff706-10d4%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff2	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:47	5360/5360	---M--	200	added ('OK')	font/woff	etag:%22639ff706-14f0%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.woff	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:47	8660/8660	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ff706-21d4%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:47	45871/45871	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ff706-b32f%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.svg	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
17:58:47	4976/4976	---M--	200	added ('OK')	image/png	etag:%22639ff706-1370%22	https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.carousel.min.css)
17:58:48	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22639ff706-211c%22	https://themewagon.github.io/builerz/lib/lightbox/images/loading.gif	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/builerz/lib/lightbox/css/lightbox.min.css)
17:58:48	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22639ff706-1052%22	https://themewagon.github.io/builerz/lib/slick/ajax-loader.gif	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/ajax-loader.gif	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:48	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/fonts/slick.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:48	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot?	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/fonts/slickd41d.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:49	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22639ff706-564%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.woff	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/fonts/slick.woff	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:49	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ff706-764%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.ttf	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/fonts/slick.ttf	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:49	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ff706-868%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.svg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/lib/slick/fonts/slick.svg	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
17:58:49	630/630	---M--	200	added ('OK')	image/png	etag:%22639ff706-276%22	https://themewagon.github.io/builerz/img/quote.png	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/quote.png	(from https://themewagon.github.io/builerz/css/style.css)
17:58:50	40182/40182	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-9cf6%22	https://themewagon.github.io/builerz/img/portfolio-1.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-1.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:51	52972/52972	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-ceec%22	https://themewagon.github.io/builerz/img/portfolio-2.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-2.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:51	32701/32701	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-7fbd%22	https://themewagon.github.io/builerz/img/portfolio-3.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-3.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:52	39358/39358	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-99be%22	https://themewagon.github.io/builerz/img/portfolio-4.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-4.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:53	33577/33577	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-8329%22	https://themewagon.github.io/builerz/img/portfolio-5.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-5.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:53	47657/47657	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-ba29%22	https://themewagon.github.io/builerz/img/portfolio-6.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/portfolio-6.jpg	(from https://themewagon.github.io/builerz/portfolio.html)
17:58:53	4048/4048	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-fd0%22	https://themewagon.github.io/builerz/img/user.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/user.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:53	77331/77331	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-12e13%22	https://themewagon.github.io/builerz/img/single.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/single.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:54	4978/4978	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1372%22	https://themewagon.github.io/builerz/img/post-1.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/post-1.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:54	5001/5001	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1389%22	https://themewagon.github.io/builerz/img/post-2.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/post-2.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:54	6006/6006	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-1776%22	https://themewagon.github.io/builerz/img/post-3.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/post-3.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:54	5181/5181	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-143d%22	https://themewagon.github.io/builerz/img/post-4.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/post-4.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:55	5262/5262	---M--	200	added ('OK')	image/jpeg	etag:%22639ff706-148e%22	https://themewagon.github.io/builerz/img/post-5.jpg	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/img/post-5.jpg	(from https://themewagon.github.io/builerz/single.html)
17:58:55	14877/14877	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-3a1d%22	https://themewagon.github.io/builerz/mail/jqBootstrapValidation.min.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/mail/jqBootstrapValidation.min.js	(from https://themewagon.github.io/builerz/contact.html)
17:58:55	2598/2598	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ff706-a26%22	https://themewagon.github.io/builerz/mail/contact.js	C:/My%20Web%20Sites/adefalu%20builder/themewagon.github.io/builerz/mail/contact.js	(from https://themewagon.github.io/builerz/contact.html)
